Invoice No.,Date,Customer,Branch / Warehouse,Salesman,Salesman Code,Salesman Name,Payment Mode,Gross Amount,Discount,Discount %,Tax,Round Off,Net Amount,Cost,Profit,Margin %,Quantity,Item Count,Status
AE-013502,30/04/2026,NEW LAXMI MEDICO              MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,2006.45,80.26,4,96.3,-0.49,2022,1960.51,61.49,3.04,12,6,POSTED
AE-013503,30/04/2026,THE LIFE MEDICAL STORES.      CHAIBASA,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,6851.82,411.11,6,322.04,0.25,6763,6178.88,584.12,8.64,45,15,POSTED
AE-013501,30/04/2026,DR.BIMLA HANSDA               GHATSIL,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,827.75,33.17,4.01,39.72,-0.3,834,1042.75,-208.75,-25.03,25,1,POSTED
AE-013499,30/04/2026,TABLETS                       BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,8629.83,517.8,6,405.62,0.35,8518,8098.55,419.45,4.92,21,7,POSTED
AE-013497,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,634.98,19.05,3,30.8,0.27,647,634.98,12.02,1.86,3,1,POSTED
AE-013498,30/04/2026,TABLETS                       BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,13056.9,783.44,6,613.66,-0.12,12887,11982.2,904.8,7.02,88,15,POSTED
AE-013500,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,17343.18,693.71,4,832.46,0.07,17482,15814.98,1667.02,9.54,74,9,POSTED
CN00318,30/04/2026,MODI MEDICAL                  KADMA,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,6476.25,323.81,5,307.62,-0.06,6460,5828.5,631.5,9.78,25,1,RETURN
AE-013496,30/04/2026,AAROGYA MEDICALS              GOLMURI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,8061.34,403.09,5,382.9,-0.15,8041,8127.15,-86.15,-1.07,24,4,POSTED
AE-013495,30/04/2026,VIKASH MEDICAL                CHAIBASA,AGARWAL ENTERPRISES-FINAL,SE - TRANSPORT,SE,TRANSPORT,CREDIT,1287.65,38.68,3,62.44,-0.41,1311,1506.57,-195.57,-14.92,13,1,POSTED
AE-013494,30/04/2026,KAMAL PHARMACEUTICALS         SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,744.3,37.21,5,35.36,-0.45,742,686.79,55.21,7.44,10,3,POSTED
AE-013493,30/04/2026,GANPATI MEDICAL AND COSMETICS BARIDIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1273.45,63.67,5,60.48,-0.26,1270,1331.14,-61.14,-4.81,28,4,POSTED
CN00317,30/04/2026,KAMAL MEDICARE                KADMA,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,1923.37,115.4,6,90.4,-0.37,1898,1731.01,166.99,8.8,12,3,RETURN
AE-013492,30/04/2026,MEHAR MEDICALS                SUNDERNAGAR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1868.74,74.75,4,89.7,0.31,1884,1700.54,183.46,9.74,4,2,POSTED
AE-013490,30/04/2026,JAI MATA DI MEDICAL           MANGO,AGARWAL ENTERPRISES-FINAL,53782 - MANIK SAKCHI,53782,MANIK SAKCHI,CREDIT,796.58,23.9,3,38.64,-0.32,811,736.23,74.77,9.22,21,4,POSTED
AE-013489,30/04/2026,KHUSHI MEDICAL                MANGO,AGARWAL ENTERPRISES-FINAL,53782 - MANIK SAKCHI,53782,MANIK SAKCHI,CREDIT,2628.12,105.12,4,126.16,-0.16,2649,2365.97,283.03,10.68,19,13,POSTED
AE-013488,30/04/2026,ABHIKA MEDICARE               MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,776.4,38.82,5,36.9,-0.48,774,698.75,75.25,9.72,7,4,POSTED
CN00316,30/04/2026,SANTOSH MEDICALS              SONARI,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,632.42,31.62,5,30.04,0.16,631,612.3,18.7,2.96,4,2,RETURN
AE-013491,30/04/2026,TODI MEDICAL STORES           SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,1575.29,94.52,6,74.06,0.17,1555,1458.27,96.73,6.22,52,6,POSTED
AE-013486,30/04/2026,JEEVAN JYOTI MEDICALS         SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,376.2,11.29,3,18.24,-0.15,383,338.58,44.42,11.6,1,1,POSTED
AE-013482,30/04/2026,SIMS PHARMA                   MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,285.54,14.28,5,13.56,0.18,285,273.53,11.47,4.02,11,2,POSTED
AE-013484,30/04/2026,SHANTI MEDICAL(SAKCHI)        SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,514.32,25.74,5,24.42,0,513,555.42,-42.42,-8.27,6,1,POSTED
AE-013487,30/04/2026,ABHIKA MEDICARE               MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4371.71,218.59,5,207.66,0.22,4361,3936.1,424.9,9.74,32,15,POSTED
AE-013483,30/04/2026,BHARAT HEALTH CARE            MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,295.08,11.81,4,14.16,-0.43,297,265.57,31.43,10.58,3,2,POSTED
AE-013485,30/04/2026,NARAYANA HRUDAYALAYA PVT LTD  TAMOLIA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,14668.74,0,0,733.44,-0.18,15402,13152.95,2249.05,14.6,101,11,POSTED
AE-013480,30/04/2026,WE CARE POLYCLINIC            SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,860.34,34.41,4,41.3,-0.23,867,774.3,92.7,10.69,2,1,POSTED
AE-013481,30/04/2026,SIMS PHARMA                   MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,7295.94,364.75,5,346.54,0.27,7278,7151.86,126.14,1.73,44,16,POSTED
AE-013479,30/04/2026,DR.RANJANA JOSHI              TELCO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,4857.3,0.15,0,242.86,-0.01,5100,4415.7,684.3,13.42,30,1,POSTED
AE-013478,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,194.76,0,0,9.74,0.5,205,175.32,29.68,14.48,6,1,POSTED
AE-013477,30/04/2026,FAMOUS MEDICAL                MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,4080.63,244.85,6,191.78,0.44,4028,3949.5,78.5,1.95,30,8,POSTED
AE-013476,30/04/2026,KEDIA MEDCARE                 ADITYAPUR,AGARWAL ENTERPRISES-FINAL,93 - J.M.V,93,J.M.V,CREDIT,687.4,27.49,4,32.98,0.11,693,623.39,69.61,10.04,3,2,POSTED
CN00315,30/04/2026,TODI MEDICAL STORES           SONARI,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,4410.26,255.73,5.8,207.68,-0.21,4362,4186.64,175.36,4.02,25,10,RETURN
AE-013473,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1981.76,79.27,4,95.12,0.39,1998,1823.22,174.78,8.75,2,1,POSTED
AE-013475,30/04/2026,KAMAL PHARMACEUTICALS         SAKCHI JSR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1026.75,51.34,5,48.76,-0.17,1024,924.1,99.9,9.76,10,2,POSTED
AE-013472,30/04/2026,NEW SANJAY MEDICAL            ADITYAPUR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1969.06,78.76,4,94.5,0.2,1985,1801.88,183.12,9.23,15,7,POSTED
AE-013474,30/04/2026,TATA 1MG HEALTHCARE SOLUTIONS BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,16277.96,1139.46,7,756.92,-0.42,15895,15089.2,805.8,5.07,49,8,POSTED
CN00314,30/04/2026,GREEN CROSS REMEDIES          ADITYAPUR,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,1451.42,58.06,4,69.66,-0.02,1463,1306.28,156.72,10.71,2,1,RETURN
AE-013471,30/04/2026,APNA MEDICAL                  JUGSALAI,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,14574.8,395.51,2.71,708.94,-0.23,14888,15832.65,-944.65,-6.35,85,5,POSTED
AE-013469,30/04/2026,MODI DRUGS                    SAKCHI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,530.52,31.83,6,24.94,0.37,524,477.48,46.52,8.88,12,1,POSTED
AE-013466,30/04/2026,ORIENT MEDICAL @ COSMETICS    BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1030.34,30.91,3,49.98,-0.41,1049,927.31,121.69,11.6,6,3,POSTED
AE-013470,30/04/2026,RAJA MEDICAL STORES           BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3944.02,197.21,5,338.74,0.45,4086,3549.6,536.4,13.13,13,6,POSTED
AE-013467,30/04/2026,LAXMI MEDICALS(MANGO)         MANGO,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,2410.62,144.64,6,113.3,-0.28,2379,2179.69,199.31,8.38,23,6,POSTED
AE-013468,30/04/2026,MODI DRUGS                    SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4382.39,262.94,6,206,-0.45,4325,3964.41,360.59,8.34,30,7,POSTED
AE-013462,30/04/2026,NSMCH DRUG POINT              PATNA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2987.93,149.41,5,141.93,-0.45,2980,2725.58,254.42,8.54,14,4,POSTED
AE-013463,30/04/2026,MEDICAL TRADERS               MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,4135.08,135.32,3.27,220.92,0.32,4221,3884.76,336.24,7.97,23,7,POSTED
AE-013464,30/04/2026,ALL IN ONE MEDICO             SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,5009,250.45,5,237.94,-0.49,4996,4522.23,473.77,9.48,38,9,POSTED
AE-013465,30/04/2026,SHAURYA MEDICAL               BHALUBASA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1833.82,73.35,4,88.02,-0.49,1848,1663.28,184.72,10,12,7,POSTED
AE-013460,30/04/2026,HEALTH CARE MEDICAL           MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3434,137.36,4,164.84,-0.48,3461,3112.56,348.44,10.07,25,8,POSTED
AE-013461,30/04/2026,NSMCH DRUG POINT              PATNA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,10599.08,529.98,5,503.46,0.44,10573,9349.19,1223.81,11.57,62,17,POSTED
AE-013458,30/04/2026,DOCTORS MEDICAL               SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3358.26,167.91,5,159.52,0.13,3350,3101.15,248.85,7.43,28,5,POSTED
AE-013457,30/04/2026,BALAJI DRUGS                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2178.14,130.69,6,155.08,0.47,2203,1960.29,242.71,11.02,17,7,POSTED
AE-013455,30/04/2026,MARYAM DAY CARE (REG)         MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,490.68,19.65,4,23.54,0.43,495,499.5,-4.5,-0.91,8,2,POSTED
AE-013456,30/04/2026,BALAJI DRUGS                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,11539.67,692.39,6,542.36,0.36,11390,10427,963,8.45,60,17,POSTED
AE-013459,30/04/2026,ALL IN ONE MEDICO             SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,8936.48,446.83,5,424.52,-0.17,8914,8223.14,690.86,7.75,43,15,POSTED
AE-013453,30/04/2026,MANOJ MEDICAL HALL            BHUIYADIH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2175.34,108.75,5,103.34,0.07,2170,2040.83,129.17,5.95,15,10,POSTED
AE-013454,30/04/2026,BALAJI DRUGS                  SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,5192.73,311.55,6,244.08,-0.26,5125,4731.15,393.85,7.68,48,14,POSTED
AE-013451,30/04/2026,MEDICINE POINT(KADMA)         KADMA,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,920.46,36.82,4,44.2,0.16,928,828.42,99.58,10.73,6,2,POSTED
AE-013452,30/04/2026,SANTOSH MEDICALS              SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,1736.39,86.86,5,82.48,-0.01,1732,1617.6,114.4,6.61,19,6,POSTED
AE-013449,30/04/2026,MITTAL MEDICAL AND DIAGNOSTIC KADMA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,445.5,13.37,3,21.6,0.27,454,430.25,23.75,5.23,2,2,POSTED
AE-013448,30/04/2026,MID TOWN PHARMA               DHATKIDH,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,350.74,14.03,4,16.82,0.47,354,315.63,38.37,10.84,10,1,POSTED
AE-013450,30/04/2026,DAS MEDICAL STORES            SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,9698.1,484.92,5,460.66,0.16,9674,8786.07,887.93,9.18,54,15,POSTED
AE-013446,30/04/2026,REMEDI PHARMA                BBISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,10685.74,534.29,5,507.58,-0.03,10659,9748.25,910.75,8.54,39,7,POSTED
AE-013444,30/04/2026,MEDICINE POINT(JUGSALAI)      JUGSALAI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2444.64,90.67,3.71,117.68,0.35,2472,2286.97,185.03,7.49,22,8,POSTED
AE-013445,30/04/2026,NEW BROTHERS PHARMA           MANGO,AGARWAL ENTERPRISES-FINAL,PCN - SHAMBHU MANGO,PCN,SHAMBHU MANGO,CREDIT,9449.16,566.88,6,444.14,-0.42,9326,9488.94,-162.94,-1.75,86,7,POSTED
AE-013443,30/04/2026,REMEDI PHARMA                BBISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1749.86,87.49,5,83.12,-0.49,1745,1574.89,170.11,9.75,12,3,POSTED
AE-013442,30/04/2026,KHUSH MEDICAL                 KASIDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2339.92,117.01,5,111.14,-0.05,2334,2107.37,226.63,9.71,10,5,POSTED
AE-013441,30/04/2026,KAMAL MEDICARE                KADMA,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,7399.17,443.96,6,347.76,0.03,7303,6754.89,548.11,7.51,37,9,POSTED
AE-013447,30/04/2026,MODI DRUGS                    SAKCHI,AGARWAL ENTERPRISES-FINAL,254 - ARDESHIR DALAL MEMO. HOSPITAL BARIDIH,254,ARDESHIR DALAL MEMO. HOSPITAL BARIDIH,CREDIT,10895.45,653.73,6,512.1,0.18,10754,10004.05,749.95,6.97,17,2,POSTED
AE-013440,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,791.52,31.66,4,38,0.14,798,770.16,27.84,3.49,2,1,POSTED
AE-013439,30/04/2026,AGARWAL MEDICAL STORE(PERSUDIHPERSUDIH.JSR.,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6496.23,234.86,3.62,313.08,-0.45,6574,5963.77,610.23,9.28,54,19,POSTED
AE-013438,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,3523.82,0,0,176.2,-0.02,3700,3186.01,513.99,13.89,2,2,POSTED
AE-013437,30/04/2026,HIND HEALTH CARE              AZAD NAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,4351.91,217.6,5,206.68,0.01,4341,3916.46,424.54,9.78,28,12,POSTED
AE-013436,30/04/2026,NEW MEDICAL STORE             SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,4808.2,288.48,6,226,0.28,4746,4413.56,332.44,7,45,13,POSTED
AE-013435,30/04/2026,ALAM MEDICALS                 KOPALI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1443.05,57.74,4,69.26,0.43,1455,1409.99,45.01,3.09,21,6,POSTED
AE-013432,30/04/2026,KINGS MEDICALS                GOLMURI,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,2570.82,128.54,5,122.1,-0.38,2564,2313.8,250.2,9.76,14,3,POSTED
AE-013431,30/04/2026,DR.MAHESH HEMBRAM             BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,20736.62,0,0,1036.84,-0.46,21773,18663.21,3109.79,14.28,160,3,POSTED
AE-013433,30/04/2026,DISCOUNT MEDICINE MART        MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,7674.96,460.51,6,360.7,-0.15,7575,6908.34,666.66,8.8,48,10,POSTED
AE-013428,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,336 - PRADEEP,336,PRADEEP,CREDIT,214.1,8.56,4,10.28,0.18,216,192.7,23.3,10.79,10,1,POSTED
AE-013429,30/04/2026,MAA PAHARI DISCOUNT MEDICAL   PERSUDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1289.1,51.56,4,61.88,-0.42,1299,1168.31,130.69,10.06,9,4,POSTED
AE-013427,30/04/2026,DAWAI MART                    BIRSANAGAR,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,5027,251.37,5,238.74,-0.37,5014,4608.18,405.82,8.09,44,15,POSTED
AE-013426,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,149.67,0,0,7.48,-0.15,157,134.7,22.3,14.2,1,1,POSTED
AE-013430,30/04/2026,DISCOUNT MEDICINE MART        MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,6990.91,419.46,6,328.56,4575.99,11476,6318.05,5157.95,44.95,68,12,POSTED
AE-013434,30/04/2026,SHOBHA MEDICALS               KADMA,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,3168.41,101.08,3.19,134,-0.33,3201,2877.19,323.81,10.12,24,10,POSTED
AE-013422,30/04/2026,NEW MEDICAL STORE             SONARI,AGARWAL ENTERPRISES-FINAL,1105 - SUBHASH,1105,SUBHASH,CREDIT,3426.91,205.61,6,161.06,-0.36,3382,3084.24,297.76,8.8,21,6,POSTED
AE-013423,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,1904.76,0,0,95.24,0,2000,2736,-736,-36.8,1,1,POSTED
AE-013421,30/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,2316.02,138.95,6,108.84,0.09,2286,2106.96,179.04,7.83,13,6,POSTED
AE-013424,30/04/2026,KALPANA MEDICALS              PERSUDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1557.04,93.42,6,73.18,0.2,1537,1440.84,96.16,6.26,102,2,POSTED
CN00313,30/04/2026,IDEAL PHARMA                  SAKCHI,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,1228.15,49.46,4.03,58.94,0.37,1238,1145.77,92.23,7.45,7,2,RETURN
AE-013420,30/04/2026,DISCOUNT MEDICAL STORE        MANGO,AGARWAL ENTERPRISES-FINAL,53782 - MANIK SAKCHI,53782,MANIK SAKCHI,CREDIT,4545.01,272.7,6,213.62,0.07,4486,4152.41,333.59,7.44,34,12,POSTED
AE-013417,30/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3502.41,210.19,6,164.6,0.18,3457,3323.42,133.58,3.86,34,13,POSTED
AE-013425,30/04/2026,DR.S.K.MANJHI                 GALUDIH,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,1896.77,75.87,4,91.04,0.06,1912,1706.96,205.04,10.72,19,1,POSTED
AE-013418,30/04/2026,NALANDA MEDICAL               BHUYADIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1728.43,86.42,5,82.12,-0.13,1724,1555.58,168.42,9.77,18,10,POSTED
AE-013415,30/04/2026,MEDICINE MART.                MANGO,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,5636.66,338.2,6,264.9,-0.36,5563,5111.32,451.68,8.12,31,15,POSTED
AE-013414,30/04/2026,JAMSHEDPUR MEDICAL STORES     KADMA,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,773.92,30.96,4,37.14,-0.1,780,557.22,222.78,28.56,2,1,POSTED
AE-013416,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,98 - MED.REP,98,MED.REP,CREDIT,6885.95,5.09,0.07,344.02,0.12,7225,5990.27,1234.73,17.09,44,14,POSTED
AE-013413,30/04/2026,SUNDER MEDICAL                BISTUPUR,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3234.18,161.73,5,264.54,0.01,3337,2910.77,426.23,12.77,19,11,POSTED
AE-013419,30/04/2026,KALPANA MEDICALS              PERSUDIH,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,7834.54,451.23,5.76,369.16,-0.47,7752,7008.28,743.72,9.59,56,15,POSTED
CN00312,30/04/2026,NARAYANA HRUDAYALAYA PVT LTD  TAMOLIA,AGARWAL ENTERPRISES-FINAL,,,,CREDIT,144.01,0,0,7.2,-0.21,151,129.61,21.39,14.17,1,1,RETURN
AE-013410,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,#35 - SHANKAR KUMAR,#35,SHANKAR KUMAR,CREDIT,423.93,16.95,4,20.34,-0.32,427,381.54,45.46,10.65,3,1,POSTED
AE-013412,30/04/2026,JAMSHEDPUR MEDICAL STORES     KADMA,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,7672.6,306.92,4,368.24,0.08,7734,7165.33,568.67,7.35,51,14,POSTED
AE-013411,30/04/2026,MY CHEMIST (REG)              BHALUBASA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,1225.11,61.25,5,58.22,-0.08,1222,1113.05,108.95,8.92,10,7,POSTED
AE-013408,30/04/2026,DISCOUNT MEDICAL STORE UNIT-2 MANGO DIMNAROAD,AGARWAL ENTERPRISES-FINAL,197 - B.M.V.STORES TELCO,197,B.M.V.STORES TELCO,CREDIT,3489.4,174.47,5,165.74,0.33,3481,3140.42,340.58,9.78,26,7,POSTED
AE-013409,30/04/2026,AGARWAL MEDICALS SAKCHI       SAKCHI,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,27705.53,1691.66,6.11,1300.7,0.43,27315,25436.63,1878.37,6.88,44,5,POSTED
AE-013405,30/04/2026,SHREE KRISHNA MEDICAL         KADMA,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,1200.13,36,3,75.2,-0.33,1239,1092.64,146.36,11.81,12,11,POSTED
AE-013404,30/04/2026,MEDICINE POINT(KADMA)         KADMA,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,1818.33,72.73,4,87.28,0.12,1833,1696.52,136.48,7.45,21,10,POSTED
AE-013402,30/04/2026,CASH SALE,AGARWAL ENTERPRISES-FINAL,325 - MOHANTY MEDICALS GOLMURI,325,MOHANTY MEDICALS GOLMURI,CREDIT,110.62,3.32,3,5.36,0.34,113,99.56,13.44,11.89,1,1,POSTED
AE-013403,30/04/2026,SHREE MEDICARE                KADMA,AGARWAL ENTERPRISES-FINAL,13139 - AKASH TELCO,13139,AKASH TELCO,CREDIT,1561.05,62.44,4,74.94,0.45,1574,1415.21,158.79,10.09,8,7,POSTED
AE-013406,30/04/2026,MY CHEMIST (REG)              BHALUBASA,AGARWAL ENTERPRISES-FINAL,AOHX - URGENT,AOHX,URGENT,CREDIT,3515.38,175.77,5,166.98,0.41,3507,3171.68,335.32,9.56,21,14,POSTED
